Date,Temp High,Temp Avg,Temp Low,Dew Point High,Dew Point Avg,Dew Point Low,Humidity High,Humidity Avg,Humidity Low,Pressure High,Pressure Avg,Pressure Low,Precipitation (in.)
11/22/2017,61,52,42,57,38,29,100,59,37,30.34,30.26,30.15,0
11/23/2017,64,49,34,36,31,25,84,54,26,30.26,30.17,30.08,0
11/24/2017,72,54,36,46,38,34,95,57,28,30.08,29.98,29.88,0
11/25/2017,76,60,45,59,53,44,100,78,48,30.18,30.01,29.91,0
11/26/2017,73,62,48,55,51,46,100,77,44,30.31,30.23,30.18,0
11/27/2017,72,58,43,49,45,39,97,64,38,30.23,30.15,30.07,0
11/28/2017,77,62,47,60,52,47,100,77,40,30.18,30.07,30.02,0
11/29/2017,69,58,47,58,45,36,100,66,31,30.27,30.2,30.16,0
11/30/2017,72,56,41,43,39,35,90,57,27,30.28,30.21,30.16,0
12/1/2017,72,58,43,51,48,43,100,73,43,30.25,30.18,30.1,0
12/2/2017,75,60,45,57,53,46,100,77,48,30.2,30.14,30.09,0
12/3/2017,74,62,51,68,61,51,100,96,71,30.17,30.08,29.97,0
12/4/2017,80,72,64,71,68,64,100,91,62,30.01,29.95,29.87,0
12/5/2017,70,58,45,71,46,31,100,69,42,30.35,30.17,29.98,0
12/6/2017,43,40,38,42,40,39,100,98,90,30.41,30.35,30.28,0
12/7/2017,46,38,31,41,34,21,100,83,49,30.39,30.34,30.3,0
12/8/2017,47,39,31,31,24,17,98,64,31,30.36,30.25,30.15,0
12/9/2017,61,46,31,33,30,27,100,62,27,30.39,30.27,30.19,0
12/10/2017,65,48,31,34,30,26,93,53,27,30.47,30.4,30.34,0
12/11/2017,72,56,39,44,34,31,73,49,25,30.34,30.26,30.17,0
12/12/2017,59,47,35,34,28,22,82,46,24,30.4,30.3,30.19,0
12/13/2017,58,44,29,36,32,28,96,63,39,30.24,30.1,29.97,0
12/14/2017,61,54,46,39,36,30,71,55,40,30.19,30.01,29.93,0
12/15/2017,56,46,37,34,31,28,83,54,36,30.35,30.27,30.19,0
12/16/2017,52,44,37,48,39,32,100,84,52,30.26,30.15,30.02,0
12/17/2017,50,45,40,50,46,40,100,100,100,30.16,30.1,30.05,0
12/18/2017,61,56,50,61,55,50,100,98,88,30.23,30.17,30.13,0
12/19/2017,74,66,59,73,67,60,100,98,86,30.15,30.04,29.93,0
12/20/2017,69,58,47,64,53,48,100,82,50,30.07,30,29.96,0
12/21/2017,75,60,44,72,59,44,100,90,65,29.98,29.91,29.87,0
12/22/2017,74,56,39,73,58,37,100,99,89,30.2,29.98,29.88,0
12/23/2017,52,43,34,38,34,31,100,76,51,30.32,30.23,30.18,0
12/24/2017,57,46,34,41,37,32,100,79,48,30.47,30.27,30.12,0
12/25/2017,51,40,30,41,32,27,96,70,43,30.47,30.36,30.23,0
12/26/2017,48,44,40,46,43,40,100,99,75,30.35,30.25,30.21,0
12/27/2017,41,39,37,39,34,30,100,82,66,30.51,30.44,30.36,0
12/28/2017,42,40,38,34,31,28,81,70,65,30.46,30.41,30.37,0
12/29/2017,49,44,39,42,35,31,76,70,61,30.42,30.33,30.21,0
12/30/2017,56,50,44,55,48,41,100,95,73,30.22,30.18,30.13,0
12/31/2017,44,36,29,45,37,22,100,98,74,30.62,30.37,30.19,0
